"Actores","Frecuencia"
"Adam DeVine|Alexandra Shipp|Rose Byrne|Ron Funches|Charlyne Yi|Michael Pe�a|Wanda Sykes|Kid Cudi|Justin Hartley|Gavin Root|Blake Grunder|Richard Harder|Ray Reinhardt|Diana Jackson|Aaron Wilton|Kenny Lorenzetti|A.J. Kirsch|Cj Stuart|September D'Angelo|Marcella Bragio|Kelly Richardson|Brenda Lorena Garcia|Alexandra Fabbri|Tony Toste|AnnaCorey|Lamondo Hill II|James Bumatai|Blake Coronado|Gabrielle Hayes|Cassie Hendry|Baily Hopkins|Stephanie Johnston|Dawayne Jordan|Jeff Lipary|John Lobato|Mary Lu Marr|Sean Michael McGrory|Mahal Montoya|Vinny O'Brien|Wynton Odd|Duane Ram|Vanessa Sheri|Michelle Elise Shock|Steve Tanabe|Cabe Thompson|Tony Toste|Bianca Von Krieg|Susanna Wagner|Johnny Walkr Jr.|Joseph Zinsman|Joseph McGinley",1
"Adam DeVine|Anders Holm|Blake Anderson|Utkarsh Ambudkar|Jamie Demetriou|Aya Cash|Daniel Stern|Rhona Mitra|Neal McDonough|Sam Richardson|Steve Howey|Mac Brandt|Geno Segers|Roe Hartrampf|Andrew Bachelor|Chloe Bridges|Jere Burns|Sugar Lyn Beard|Emily Maddison|Liz Katz|Celeste Ziegler|Natasha Kojic|Christie-Lee Britten|Lia Lam|Caroline Rich|Byron Bertram|Lauren McGibbon|Brad Kelly|Andy Nez|Airforce Amy|Fred Armisen|Jillian Bell|Shaggy|Donald Faison|Steve-O|Chris Pontius|Mark Cuban|Joel McHale|Jon Gabrus|Adam Ray|Andrew Santino|William B. Davis|Garfield Wilson|Leo Chiang|William 'Big Sleeps' Stewart|Robert Maillet|Byron Bertram|Flying Lotus|Action Bronson|Andrew Creightney|Bobby Stewart|Shanel Pratap|Ryan Jefferson Booth",1
"Adam DeVine|Rachel Bloom|Zazie Beetz|Ken Jeong|Jim Jefferies|Catherine O'Hara|Reggie Watts|Henry Winkler|Alex Borstein|Benedict Wong|Julia Chan|Tom Hollander|Richard Kind|Steve Aoki|Nick Frost|Jon Lovitz|Sydney Malmberg Liu|Maria Bamford|Raymond S. Persi|Terry Gross|David Silverman|Kelly Hu|Tom Kenny|Jason Hightower|Kevin Michael Richardson|Brenden P. Hill|Wilhelm Boyens",1
"Adam Driver|Annette Bening|Jon Hamm|Sarah Goldberg|Michael C. Hall|Douglas Hodge|Fajer Kaisi|Ted Levine|Jennifer Morrison|Tim Blake Nelson|Linda Powell|Matthew Rhys|T. Ryder Smith|Corey Stoll|Maura Tierney|Ian Blackman|Guy Boyd|Dominic Fumusa|Carlos G�mez|Ben McKenzie|Scott Shepherd|Victor Slezak|Evander Duck Jr.|Sandra Landers|John Rothman|Alexander Chaplin|Joanne Tucker|Joseph Siravo|Lucas Dixon|Zuhdi Boueri|Sean Dugan|Pun Bandhu|Jake Silbermann|Ratnesh Dubey|Julia K. Murney|Daniel London|Hope Blackstock|Kate Beahan|April Rogalski|James Hindman|Austin Michael Young|West Duchovny|Noah Bean",1
"Adam Driver|Golshifteh Farahani|Barry Shabaka Henley|Method Man|Chasten Harmon|William Jackson Harper|Masatoshi Nagase|Nellie|Rizwan Manji|Dominic Liriano|Jaden Michael|Trevor Parham|Troy T. Parham|Brian McCarthy|Frank Harts|Luis Da Silva Jr.|Kacey Cockett|Kara Hayward|Jared Gilman|Sterling Jerins|Johnnie Mae|Helen-Jean Arthur|Joan Kendall|Owen Asztalos|Jorge Vega|Sophia Muller",1
"Adam Driver|Jonathan Pryce|Stellan Skarsg�rd|Jordi Moll�|Joana Ribeiro|�scar Jaenada|Olga Kurylenko|Rossy de Palma|Sergi L�pez|Paloma Bloyd|L�dia Franco|Bruno Schiappa|Terry Gilliam|Jason Watkins|Maria d'Aires|Jorge Calvo|Jimmy Castro|Viveka Rytzner|Alberto Jo Lee|Jos� Luis Ferrer|Ismael Fritschi|Juan L�pez-Tagle|Filipa Pinto|Diogo Andrade",1
"Adam Driver|Marion Cotillard|Simon Helberg|Devyn McDowell|Ron Mael|Russell Mael|Christiane Tchouhan|Franziska Grohmann|Cindy Almouzni|Sinay Bavurhe|Rachel Mulowayi|Iman Europe|Danielle Withers|Lauren Evans|Natalie Mendoza|Kiko Mizuhara|Julia Bullock|Claron McFadden|No�mie Schellens|Ang�le|Tyler Matteo|Kevin van Doorslaer|Verona Verbakel|Kanji Furutachi|Rila Fukushima|Laura Jansen|Eva van der Gucht|Dominique Dauwe|Wim Opbrouck|Leos Carax|Philippe Beyls|Nastya Golubeva Carax|Natalia Lafourcade|Bettina Meske|David E. Moore|John Paval|Lemuel Pitts|Colin Lainchbury-Brown|Kait Tenison|Rebecca Sjowall|Geoffrey Carey|Alberto Chromatico|Okon Ubanga Jones|Gabriela Leguizamo|Kamary Phillips|Aydogan Abay|Rebecca Dyson-Smith|Arvid Assarsson|Jeffrey Dowd|Graciela Maria|Cl�ment Ducol|Richard McCowen|Michael Moore|Beatrice Reece|Eugene Stovall|Sarah Tsehaye|Fiora Cutler|Marina Bohlen|Elke Shari Van Den Broeck|Arina Yalaletdinova|Ella Leyers|Emmi Joutsi|Ai Nishina|Ayano",1
"Adam Driver|Scarlett Johansson|Laura Dern|Alan Alda|Ray Liotta|Julie Hagerty|Merritt Wever|Azhy Robertson|Wallace Shawn|Martha Kelly|Mark O'Brien|Julia Greer|Matthew Maher|Eric Berryman|Mickey Sumner|Jasmine Cephas Jones|Gideon Glick|Motell Gyn Foster|David Turner|Raymond J. Lee|Mary Wiseman|Pete Simpson|Irene Choi|Matthew Shear|Becca Blackwell|Brooke Bloom|Hannah Dunne|McKinley Belcher III|Roslyn Ruff|Santiago Mallan|Robert Smigel|Amanda Rovner|Carlos Jacott|Sarah Jones|Dean Wareham|Bashir Salahuddin|Vinny Chhibber|Ayden Mayeri|Erin Evans|Lucas Neff|Annie Hamilton|Tunde Adebimpe|Jordyn Curet|Justin Claiborne|Kyle Bornheimer|Pilar Holland|Emily Cass McDonnell|Andrew Steven Hernandez|Amir Talai|Juan Alfonso|Connie Marie Flores|Jeremy Barber|Rich Fulcher|Mary Hollis Inboden|Peter Oliver|Bill Blair",1
"Adam Greaves-Neal|Sara Lazzaro|Vincent Walsh|Sean Bean|Jonathan Bailey|Isabelle Adriani|Rory Keenan|Dorotea Mercuri|Jarreth J. Merz|Agni Scott|Paola Lavini|Paul Ireland|Matt Patresi|Lee Boardman|David Bradley|Christian McKay|Giselda Volodi|David Burke|Finn Ireland",1
"Adam Hollick|Lucia Dimitra Xypteras|Daniel O'Reilly|Tionne Williams|Monroe Robertson|Naya Abou Mousa|Havon Baraka|Manny Zaldivar|Sharieff Walters|Mark Pirro|Mark Sawicki|Tammy Klein|Americus Abesamis",1
"Adam Mayfield|Alissa Koenig|Jim Hazelton|Kristi Pearce|Jack Forcinito|Wendy Valdez|Joslyn Kramer",1
"Adam Rayner|Eliza Dushku|Ian Ogilvy|James Remar|Roger Moore|Enrique Murciano|Thomas Kretschmann|Beatrice Rosen|Greg Grunberg|Yani Gellman|Sammi Hanratty|Jason Brooks|Michael Ornstein|Sonalii Castillo|Louis Hynes|Sam Hargrave",1
"Adam Sandler|Andy Samberg|Selena Gomez|Kevin James|David Spade|Steve Buscemi|Keegan-Michael Key|Molly Shannon|Fran Drescher|Kathryn Hahn|Jim Gaffigan|Mel Brooks|Asher Blinkoff|Sadie Sandler|Genndy Tartakovsky|Chrissy Teigen|Joe Whyte|Aaron LaPlante|Michelle Murdocca|Joyce Arrastia|Sunny Sandler|Tara Strong|Libby Thomas Dickey|Patrick Harpin|Craig Kellman|Jaime Camil|Joe Jonas|Chris Parnell|Fred Tatasciore|Kari Wahlgren|Brian T. Delaney|Robin Atkin Downes|Jessica Gee-George|Grant George|Todd Haberkorn|Rif Hutton|Lex Lang|Mona Marshall|Andrew Morgado|Michelle Ruff|Joseph Sanfelippo|Keith Silverstein|Kirk Thornton|Amanda Troop|Audrey Wasilewski|Debra Wilson|Michael-Leon Wooley",1
"Adam Sandler|Andy Samberg|Selena Gomez|Kevin James|Fran Drescher|Steve Buscemi|Molly Shannon|David Spade|Cee Lo Green|Sadie Sandler|Jon Lovitz|Luenell|Chris Parnell|Brian George|Brian Stack|Jackie Sandler|Rob Riggle|Paul Brittain|Robert Smigel|Jonny Solomon|Jim Wise|Craig Kellman|Brian McCann|James C.J. Williams|Ashley Lambert|Rose Abdoo|Kirk Baily|Ranjani Brow|Corey Burton|Cam Clarke|Michael Corbett|Allen Covert|Rachel Crane|Collin Dean|Eddie Frierson|Bridget Hoffman|Rif Hutton|Tom Kenny|Scott Menville|Edie Mirman|Jessica Pennington|Alec Rosenthal|Katie Silverman|John Hans Tester|Sarah Thyre|Chris Titone|David Zyler|Maddie Taylor",1
"Adam Sandler|Andy Samberg|Selena Gomez|Kevin James|Steve Buscemi|David Spade|Keegan-Michael Key|Asher Blinkoff|Fran Drescher|Molly Shannon|Megan Mullally|Nick Offerman|Dana Carvey|Rob Riggle|Mel Brooks|Jonny Solomon|Chris Kattan|Sadie Sandler|Sunny Sandler|Jon Lovitz|Robert Smigel|Ava Acres|Cole Sand|Rose Abdoo|Luenell|Melissa Sturm|Paul Brittain|Chris Parnell|Allen Covert|Stephen Apostolina|Brian T. Delaney|Aaron LaPlante|Steve Blum|Melendy Britt|David Cowgill|Jessica Gee-George|Grant George|Nicholas Guest|Todd Haberkorn|Jess Harnell|Bridget Hoffman|Lex Lang|Mona Marshall|Joseph Sanfelippo|Kirk Thornton|Matthew Wolf|Eva Bella|Jaeden Bettencourt|Mia Sinclair Jenness|Logan Kishi|Megan Richie|Andre Robinson|Carter Sand|Gunnar Sizemore|Fred Tatasciore|Kari Wahlgren|Audrey Wasilewski|Debra Wilson|Jim Wise|Michael-Leon Wooley|Lynnanne Zager|Nick Swardson|Jared Sandler",1
"Adam Sandler|Andy Samberg|Susan Sarandon|Eva Amurri Martino|Leighton Meester|James Caan|Vanilla Ice|Dan Patrick|Todd Bridges|Will Forte|Rachel Dratch|Milo Ventimiglia|Blake Clark|Meagen Fay|Tony Orlando|Ciara|Peggy Stewart|Nick Swardson|Luenell|Ana Gasteyer|Justin Weaver|Julia Lea Wolov|Rebecca Marshall|Carrie Wiita|Abigail Klein|Sadie Sandler|Sunny Sandler|Colin Quinn|John Franchi|Peter Dante|Dennis Dugan",1
"Adam Sandler|Bradley Whitford|Josh Mostel|Bridgette Wilson|Darren McGavin|Norm Macdonald|Mark Beltzman|Larry Hankin|Theresa Merritt|Dina Platias|Hrant Alianak|Vincent Marino|Christopher Kelk|Marc Donato|Keith Cole|Chris Mei|Conor Devitt|Jared Durand|Jessica Nakamura|Helen Hughes|Jacelyn Holmes|Jack Mather|Claire Cellucci|Shane Farberman|Al Maini|Jared Cook|Christian Matheson|Kyle Bailey|Vernon Chapman|Mandy Watts|Austin Pool|Gladys O'Connor|Marcia Bennett|Diane Douglass|Tim Herlihy|Frank Nakashima|Joyce Gordon|Jordan Lerner-Ellis|Daniel Lerner-Ellis|Robert Smigel|Melissa Korzenko|Colin Smith|Jeff Moser|Amos Crawley|Tex Konig|Eduardo G�mez|Tanya Grout|Benjamin Barrett|Matthew Ferguson|Sean Lett|Stacey Wheal|Shanna Bresee|Michael Ayoub|Lawrence Nakamura|Gino Veltri|James Downey|Bob Rodgers|Margo Wladyka|Allison Robinson|Marcel Jean Gilles|Suzanna Shebib|Justin Williams|Nicholas A. Catalano|Devon Codrington|Nicole Harrison|Lindsay Curran|Brandi Tower|Cassandra Forrester|Matthew Tempest|Michelle Toth|Craig MacIsaac|Tara Rooney|Robby Cavallari|Ryan Luis|Alanna Budhoo|Shomar Dejonge|Carmela Bigioni|Eric Aguilera|Kevin Le Roy|Kelly Childerhose|Ken Shires|Steve Buscemi|Chris Farley",1
"Adam Sandler|Chris Rock|Burt Reynolds|William Fichtner|Terry Crews|Bill Goldberg|Steve Austin|Kevin Nash|Nelly|Bob Sapp|Michael Irvin|Nicholas Turturro|Dalip Singh Rana|Lobo Sebastian|James Cromwell|Edward Bunker|Steve Reevis|Tracy Morgan|Bill Romanowski|Brian Bosworth|Michael Papajohn|Conrad Goode|Brandon Molale|Cloris Leachman|Rob Schneider|Courteney Cox|Jason Williams|Chris Berman|Jim Rome|Dan Patrick|Ed Lauter|Big Boy|Sean Salisbury|Joey Diaz|David Patrick Kelly",1
"Adam Sandler|Chris Rock|Steve Buscemi|Rachel Dratch|Allison Strong|Roland Buck III|Katie Hartman|Chloe Himmelman|Jake Lippmann|Jim Barone|June Gable|Suzanne Shepherd|Christian Capozzoli|Nasser Faris|Jared Sandler|Andrew Polk|Liz Larsen|Jackie Sandler|Maury Ginsberg|Noah Robbins|Griffin Santopietro|Melanie Nicholls-King|Jorge Luna|Rob Morgan|Germar Terrell Gardner|Patricia Belcher|Rachel Pegram|Chuck Nice|Kenajuan Bentley|Scott Cohen|Alex Song|Langan Kingsley|Rebecca Vigil|Joel Garland|Chris Titone|Garry Pastore|Robert Smigel|Misti Dawn Garritano|Brock Yurich|Nik Sadhnani|Michael James Levy|Teddy Coluca|Joe Passaro|Dominick Foresto|Sunny Sandler|Eric Lamonsoff|Aubrey Saverino|Dan Patrick|Sadie Sandler|Andy Taylor|Patrick O'Connor|Paul Pabst|Todd J. Fritz|Andrew J. Perloff|Roey Smigel|Ethan Smigel|Alex Cranmer|Steven E. Fernandez|Joe Stapleton|Shannon Thornton|Whitney Rae Grandell|Alicia Ellen Moore|Francesca Mars|Peter Romano|Max Chernin|Joe Avellar|Duarte Geraldino|Alice Gainer|Joel Kim Booster|Ronnie Mund|Jeff Kobrin|Joseph Malovany|Liz Samuel|David Storch|Graydon Long|Randy Ramos Jr.|Jose Emilio Borrero|Izzy Ruiz|Joseph Vecsey|Scott Aiello|Grandma Yetta|Elia Athans|Caliph Jones|Tobi Kanter|Lynn Marocola",1
"Adam Sandler|Christopher McDonald|Julie Bowen|Frances Bay|Allen Covert|Robert Smigel|Bob Barker|Richard Kiel|Dennis Dugan|Joe Flaherty|Lee Trevino|Kevin Nealon|Verne Lundquist|Jared Van Snellenberg|Ken Camroux-Taylor|Carl Weathers|Nancy McClure|Helena Yea|Will Sasso|Dee Jay Jackson|Ellie Harvie|Ian Boothby|Ben Stiller|Jessica Gunn",1
"Adam Sandler|Dan Stevens|Steve Buscemi|Dustin Hoffman|Ellen Barkin|Dascha Polanco|Elena Kampouris|Jared Sandler|Melonie Diaz|Glenn Fleshler|Method Man|Lynn Cohen|Yul Vazquez|Joey Slotnick|Greta Lee|Donnie Keshawarz|Kevin Breznahan|Danny Mastrogiorgio|Grizz Chapman|Natia Dune|Sondra James|John DeBlasio|Kim Cloutier|Craig Walker|Adam B. Shapiro",1
"Adam Sandler|David Spade|Paula Patton|Kathryn Hahn|Nick Swardson|Matt Walsh|Ren�e Taylor|Sean Astin|Natasha Leggero|Luis Guzm�n|Catherine Bell|Jackie Sandler|Michael Chiklis|Torsten Voges|Stan Ellsworth|Dan Patrick|Sadie Sandler|Sunny Sandler|Xander Paradise|Zakk Paradise|Jared Sandler|Chris Titone|Jonathan Loughran|Kevin Grady|Robert Smigel|Dan Bulla|Ryder Tardif|Samuel Tardif|Vanessa Cater|Laura Willette|Martha B. Knighton|Mike Benitez|Jos� Nogueras|Timothy Douglas Perez|Sharon Gee|Michael 'Red Bone' Alcott|Sheila Cochran|Karina Bonnefil|Teo Ciltia|Omar Cruz Soto|Anthony Bryant|Rich Lane Disco|Ramiro 'Ramir' Delgado Ruiz|Ayana Johnson",1
"Adam Sandler|Don Cheadle|Jada Pinkett Smith|Liv Tyler|Saffron Burrows|Donald Sutherland|Robert Klein|Melinda Dillon|Mike Binder|Jonathan Banks|Rae Allen|Paula Newsome|John de Lancie|Paul Butler|Camille LaChe Smith|Imani Hakim|Denise Dowse|Anthony Chisholm|B.J. Novak|Jessica Golden|Ted Raimi|Harris Peet|Molly Binder|Tommy Nohilly|Robert Harvey|Nick Taylor|M.D. Walton|Chad Brigockas|Elizabeth Andrews|Neal Young|Lela Loren",1
"Adam Sandler|Drew Barrymore|Christine Taylor|Allen Covert|Matthew Glave|Ellen Albertini Dow|Angela Featherstone|Alexis Arquette|Christina Pickles|Jodi Thelen|Frank Sivero|Patrick McTavish|Gemini Barnett|Billy Idol|Kevin Nealon|Carmen Filpi|Robert Smigel|Todd Hurst|Peter Dante|Jimmy Karz|Andrew Shaifer|Angela Paton|Maree Cheatham|Steve Buscemi|Jon Lovitz|Brian Posehn",1
"Adam Sandler|Drew Barrymore|Rob Schneider|Sean Astin|Lusia Strus|Dan Aykroyd|Amy Hill|Allen Covert|Blake Clark|Maya Rudolph|Pomaika'i Brown|Joe Nakashima|Peter Dante|Dom Magwili|Jonathan Loughran|J.D. Donaruma|Wayne Federman|Kent Avenido|Sharon Omi|Glen Chin|Aukuso Gus Puluti Sr.|Christian Gutierrez|James Lee|Kylie Moore|Keali'i Olmos|Tache Uesugi|Lynn Collins|Esmond Chung|Kristin Bauer van Straten|Ishtar Uhvana|Brenda Vivian|Chantell D. Christopher|Nika King|Nectar Rose|Jackie Sandler|Linda Segal|Lin Yan|Nicola Hersh|Virginia Reece|Melissa Lawner|Katheryn Winnick|David Suapaia|Peter Chen|Marguerite Cazin|Kevin James|Michael K. Osborn|Denise Bee|Albert Chi|Brian L. Keaulana|Michelle Lee",1
"Adam Sandler|Emily Watson|Philip Seymour Hoffman|Luis Guzm�n|Mary Lynn Rajskub|Robert Smigel|Jason Andrews|Don McManus|David Schrempf|Seann Conway|Rico Bueno|Hazel Mailloux|Karen Kilgariff|Julie Hermelin|Salvador Curiel|Jorge Barahona|Ernesto Quintero|Julius Steuer|Lisa Spector|Nicole Gelbard|Mia Weinberg|Karen Hermelin|Larry Ring|Kerry Gelbard|Ashley Clark",1
"Adam Sandler|Emmanuelle Chriqui|John Turturro|Nick Swardson|Lainie Kazan|Rob Schneider|Kevin Nealon|Mariah Carey|Yamit Sol|Adria Tennor|Daoud Heidami|Dave Matthews|Charlotte Rae|Michael Buffer|Ido Mosseri|Sayed Badreya|Robert Smigel|Ido Mor|Donna Feldman|Norma Michaels|Danny A. Abeckaser|Bunny Levine|Bruce Vilanch|John McEnroe|Dina Doron|Shelley Berman|Chris Rock|John Paul DeJoria|Alec Mapa|Ahmed Ahmed|Ben Wise|John Farley|Yossi Marshek|Guri Weinberg|Mousa Kraish|Roni Levy|Reuven Bar-Yotam|Barry Livingston|Rick Gifford|Daniel Browning Smith|Tyler Spindel|Julia Lea Wolov|Dana Goodman|Todd Holland|Kevin Grady|Bobby Tisdale|Herzl Tobey|Ori Pfeffer|Alex Luria|Guy Oseary|Yinon Sapir|Naama Nativ|Dennis Dugan|Gerry Del Sol|Shulie Cowen|Maysoon Zayid|Helen Siff|Cynthia Frost|Anna Berger|Susan Grace|Marjorie Loomis|Carol Schlanger|Edith S. Wolfrey|Phoebe Dorin|Lina So|Eloise DeJoria|Vanessa Long|Donielle Artese|Blake Bertrand|Sid Ganis|Laurie Meghan Phelps|Kenneth Greenaway|Constance Barron|Kristen Lowman|Penelope Windust|Kathleen Noone|Christopher Innvar|Ray Garvey|Barbara Ann Davison|Eric Lamonsoff|Connor Wiles|Jennifer De Minco|Nicole Bennett|Edmund Lyndeck|Lily Javaherpour|Kristina Haddad|Larry Marko|Anne Marie Howard|Veerta Motiani|Billy Concha|Marco Khan|Sam Sagheb|Latif Marotti|Christian Reeve|Aesop Aquarian|Michelle Arenal|Jordan Ashbrook|Moran Atias|Ashley Ausburn|Barbara Jean Barrielle|Mike Basone|Mike Batayeh|Robert Benny|Denise Bradley|Guile Branco|Lamar Brown|Melanie Bulujian|Monica Cabral|Kevin Cannon|Ella Christopher|Nick Clark|Cheryl Cosenza|Rossie Cottrell|John Dardenne|Joseph DeLuca|Kendall Draughn|John Duerler|Marshall Factora|Eric Feliciano|Ian Fisher|Anna Garcia Williams|Maite Garcia|Leslie Garza|Jessica Mei Gershen|Nikki Giavasis|Ronald E. Giles|Sharlene Grover|Sepideh Haftgoli|Zahra Heydari|Seth Howard|Kevin James|Paul Jeans|Dave Johnson|Todd Justin|Sam Kalidi|Sona Karia|Rock Kohli|Mark Kubr|Timothy Dean Lee|Paula Lemes|Bernadette Lords|Anthony Martins|Roni Meron|Nicole Montano|Rachael Murphy|Bibiana Navas|Christina Neferis|Adam Ohl|Dianne Perry|John Radcliff|Klavdia Ramnareine|Deborah Rombaut|Sandra Rosko|Rob Shapiro|Mikael Sharafyan|Jhennah Sinclaire|Terrie Snell|Chris Spinelli|Arne Starr|Riley Thomas Stewart|Lee Stickler|Sarah Stringer|Christa Texeira|Keana Texeira|Seth Texeira|Sophie Texeira|Ryan Phillip Thomas|Gina Tleel|Uzimann|Kevin van Doorslaer|Dave Vij|Holly Weber|Molly Weiner|Joe Van Wie|Henry Winkler|Mark Winn|Saye Yabandeh|Julius Zagon|David Zahedian|Betty Murphy|George Takei",1
"Adam Sandler|Jack Nicholson|Marisa Tomei|Luis Guzm�n|Allen Covert|Lynne Thigpen|Kurt Fuller|Jonathan Loughran|Krista Allen|January Jones|Woody Harrelson|John Turturro|Kevin Nealon|Conrad Goode|Gina Gallego|Nancy Carell|Marisa Chandler|Don Diamont|Isaac C. Singleton Jr.|Bob Knight|John McEnroe|Rudolph Giuliani|Derek Jeter|Lori Heuring|Stephen Dunham|Kevin Dunigan|Paul Renteria|John C. Reilly|Harry Dean Stanton|Kristen Moser|Dawn Drake|Sarah Beth Nelson|Nils Allen Stewart|Heather Graham|Tom Malloy|Zack Abramowitz|Arnold Chon",1
"Adam Sandler|Jackie Sandler|Kevin Nealon|Austin Stout|Rob Schneider|Norm Crosby|Jon Lovitz|Tyra Banks|Jared Sandler|Blake Clark|Peter Dante|Kevin Farley|Lari Friedman|Tom Kenny|Cole Sprouse|Dylan Sprouse|Carl Weathers|Jamie Alcroft|Brooks Arthur|James Barbour|Allen Covert|J.D. Donaruma|Kelly Joe Dugan|Sharon Dugan|John Farley|Carmen Filpi|Kevin Grady|Archie Hahn|Betsy Hammer|Ali Hoffman|Max Hoffman|Todd Holland|Jason Housman|Lainie Kazan|Seth Kearsley|Hunter Kitagawa|Ellen Albertini Dow",1
"Adam Sandler|Jennifer Aniston|Luke Evans|Terence Stamp|Gemma Arterton|David Walliams|Dany Boon|John Kani|Adeel Akhtar|�lafur Darri �lafsson|Luis Gerardo M�ndez|Shiori Kutsuna|Erik Griffin|Sufe Bradshaw|Jackie Sandler|Allen Covert|Leigh Kilton|Sadie Sandler|Sunny Sandler|Molly McNearney|Nicole Randall Johnson|Andrea Bendewald|Melissa Paulson|Andr� Simoneau|Jude Beny|Simon Sinn|Lea Mariano|Andrea Dolente|Nick Russo|Joseph Vecsey|Elia Nichols|Claudio Corinaldesi|Michele Bevilacqua|Riley Lennon Nice|Emilie Rousseau|Peter Arpesella|Patrick Baby|Maurizio Bousso|Brendin Brown|H�l�ne Cardona|Eric Clark|Massi Furlan|Raphael Grosz-Harvey|Christopher Hayes|Pilar Holland|Mike Joseph|Jonathan Loughran|Helena Marie|Chantal Raimondo|Daniela Sandiford|Eric Shackelford|Victor Turpin|Fred Nguyen Khan",1
"Adam Sandler|Jennifer Aniston|Nicole Kidman|Nick Swardson|Brooklyn Decker|Bailee Madison|Vanessa Villalovos|Kevin Nealon|Griffin Gluck|Allen Covert|Dave Matthews|Rachel Dratch|Dan Patrick|Minka Kelly|Jackie Sandler|Rakefet Abergel|Mario Joyner|Keegan-Michael Key|Rachel Specter|Elena Satine|Sadie Sandler|Jessica Jade Andres|Arlene Newman|Peter Dante|Julia Lea Wolov|Jana Sandler|Michael Laskin|Carol Ann Susi|Heidi Montag|Jillian Nelson|Lori Heuring|Branscombe Richmond|Jonathan Loughran",1
"Adam Sandler|Joey Lauren Adams|Jon Stewart|Cole Sprouse|Dylan Sprouse|Leslie Mann|Rob Schneider|Steve Buscemi|Josh Mostel|Allen Covert|Kristy Swanson|Joseph Bologna|Peter Dante|Jonathan Loughran|Tim Herlihy|Edmund Lyndeck|Larkin Malloy|Jared Sandler|Jackie Sandler|Geoffrey Horne|Deborah S. Craig|Steven Brill|Dennis Dugan|Al Cerullo",1
"Adam Sandler|Julia Fox|Lakeith Stanfield|Idina Menzel|Kevin Garnett|Eric Bogosian|Judd Hirsch|The Weeknd|Keith Williams Richards|Wayne Diamond|Mike Francesa|Noa Fisher|Thomas Kominik|Ronald Greenberg|Marshall Greenberg|Mitchell Wenig|Hailey Gates|Tilda Swinton|John Amos|Trinidad James|Marcia DeBonis|Jeremy Sample|Jake Ryan|Anthony Mecca|Natasha Lyonne|Sahar Bibiyan|Josh Ostrovsky|Robbie DeRaffele|Warren Finkelstein|Maksud Agadjani|Ca$h Out|Andrea Linsky|Roman Persits|Paloma Elsesser|Pom Klementieff|Gerard ""Dash"" McQuiller|Darien Howard|Jonathan Aranbayev|Todd Vulpio|Michael A. Sollecito|Sean Ringgold|Damany Eastman|Jacob Igielski|Shemsi Selimaj|Arthur Borukhov|Stuart Wenig|Mesfin Lamengo|Sun Zhi Hua-Hilton|Sunny Wu Jin Zahao|Liang Wei-Hui-Duncan|Daneke Muhugeta|Habtunu Africho|Raleem Moses|Keren Shemel|Max Bartos|Louis Anthony Arias|Aren Topian|Lino Eisenberg|Shiv Pai|Kerwin Frost|La Mar Taylor|William Sappe|Greg Yuna|Victor Plajas|Ricky Barksdale|Jennifer Venditti|Larry Sloman|Benjy Kleiner|Svetlana B. Levitin|Roza Babekova|Jessica Mullayev|Izra Malakov|Brad Davidorf|Ralph Colucci|Marty Tendler|Conor Coyne|Alexander Gilkes|Jennifer Sacks|Debbie DeLisi|Chad Neves|Ara Daglian|Glenn 'Doc' Rivers|Erika Wachter|Paige Neuenschwander|Cassie Prusiensky|Ursula Triplett",1
"Adam Sandler|Kate Beckinsale|Christopher Walken|David Hasselhoff|Henry Winkler|Julie Kavner|Nick Swardson|Sean Astin|Jenae Altschwager|Billy Slaughter|Joseph Castanon|Jonah Hill|Jake Hoffman|Tatum McCann|Lorraine Nicholson|Katie Cassidy|Cheyenne Alexis Dean|Cameron Monaghan|Jennifer Coolidge|Rachel Dratch|Sid Ganis|Sophie Monk|Michelle Lombardo|Jana Kramer|Lily Mo Sheen|Willy Goldstein|Carolyn Hennesy|Rob Schneider|Iryna Blokhina|Katheryn Cain|Frank Coraci|Tim Herlihy|Brianna Davis|Dolores O'Riordan|Sally Insul|Theresa Barrera|Terry Crews|Elizabeth DeCicco|Tracy Britton|Abra Chouinard|Howard Fong|Jorge Garcia|James Earl Jones|Jason Sandler|Celeste Thorson|Lana Titov",1
"Adam Sandler|Kathy Bates|Fairuza Balk|Henry Winkler|Jerry Reed|Lawrence Gilliard Jr.|Blake Clark|Peter Dante|Jonathan Loughran|Al Whiting|Clint Howard|Allen Covert|Rob Schneider|Lawrence Taylor|Dan Patrick|Frank Coraci|Jennifer Taylor|Kelly Hare|Brett Rice|John Farley|Kevin Farley|Lee Corso|Bill Cowher|Dan Fouts|Chris Fowler|Jimmy Johnson|Brent Musburger|Lynn Swann|Paul Wight|Tom Nowicki|Kevin Reid|Marty Eli Schwartz|Todd Holland|Robert Kokol|Aaron J. Brooks|Patrick Martin Jr.",1
"Adam Sandler|Katie Holmes|Al Pacino|Eugenio Derbez|Tim Meadows|Nick Swardson|Allen Covert|Elodie Tougne|Dana Carvey|David Spade|Norm Macdonald|Santiago Segura|Rohan Chand|Rachel Reynolds|Ruben Rabasa|Sadie Sandler|Katie Cockrell|Kellie Cockrell|Owen Benjamin|Johnny Depp|John McEnroe|Peter Dante|Jared Fogle|Billy Blanks|Yvette Rachelle|Shaquille O'Neal|Vince Offer|Dennis Dugan",1
